jahr,region,bundesland_code,icd_code,icd_bezeichnung,sterbefaelle,sterbefaelle_je_100k,sterbefaelle_je_100k_altersstand
2024,Hamburg,DE-HH,C76-C80,"C76-C80 Bösartige Neubildungen ungenau bezeichneter, sekundärer und nicht näher bezeichneter Lokalisationen",252,13.6,16.1
2024,Hamburg,DE-HH,C81-C96,"C81-C96 Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes, als primär festgestellt oder vermutet",361,19.4,23.0
2024,Hamburg,DE-HH,C91-C95,C91-C95 Leukämie,152,8.2,9.6
2024,Hamburg,DE-HH,C97-C97,C97-C97 Bösartige Neubildungen als Primärtumoren an mehreren Lokalisationen,,,
2024,Hamburg,DE-HH,D00-D09,D00-D09 In-situ-Neubildungen,,,
2024,Hamburg,DE-HH,D10-D36,D10-D36 Gutartige Neubildungen,10,0.5,0.7
2024,Hamburg,DE-HH,D37-D48,D37-D48 Neubildungen unsicheren oder unbekannten Verhaltens,104,5.6,6.5
2024,Hamburg,DE-HH,D50-D90,D50-D90 Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,63,3.4,3.9
2024,Hamburg,DE-HH,D50-D53,D50-D53 Alimentäre Anämien,,0.1,0.1
2024,Hamburg,DE-HH,D55-D59,D55-D59 Hämolytische Anämien,,0.1,0.1
2024,Hamburg,DE-HH,D60-D64,D60-D64 Aplastische und sonstige Anämien,35,1.9,2.1
2024,Hamburg,DE-HH,D65-D69,"D65-D69 Koagulopathien, Purpura und sonstige hämorrhagische Diathesen",21,1.1,1.3
2024,Hamburg,DE-HH,D70-D77,D70-D77 Sonstige Krankheiten des Blutes und der blutbildenden Organe,,0.1,0.1
2024,Hamburg,DE-HH,D80-D90,D80-D90 Bestimmte Störungen mit Beteiligung des Immunsystems,3,0.2,0.2
2024,Hamburg,DE-HH,E00-E90,"E00-E90 Endokrine, Ernährungs- und Stoffwechselkrankheiten",640,34.5,40.0
2024,Hamburg,DE-HH,E00-E07,E00-E07 Krankheiten der Schilddrüse,15,0.8,1.0
2024,Hamburg,DE-HH,E10-E14,E10-E14 Diabetes mellitus,311,16.7,19.8
2024,Hamburg,DE-HH,E15-E16,E15-E16 Sonstige Störungen der Blutglukose-Regulation und der inneren Sekretion des Pankreas,5,0.3,0.3
2024,Hamburg,DE-HH,E20-E35,E20-E35 Krankheiten sonstiger endokriner Drüsen,3,0.2,0.2
2024,Hamburg,DE-HH,E40-E46,E40-E46 Mangelernährung,16,0.9,1.0
2024,Hamburg,DE-HH,E50-E64,E50-E64 Sonstige alimentäre Mangelzustände,5,0.3,0.3
2024,Hamburg,DE-HH,E65-E68,E65-E68 Adipositas und sonstige Überernährung,37,2.0,2.4
2024,Hamburg,DE-HH,E70-E90,E70-E90 Stoffwechselstörungen,248,13.4,15.1
2024,Hamburg,DE-HH,F00-F99,F00-F99 Psychische und Verhaltensstörungen,1625,87.5,100.4
2024,Hamburg,DE-HH,F00-F09,"F00-F09 Organische, einschließlich symptomatischer psychischer Störungen",1287,69.3,79.1
2024,Hamburg,DE-HH,F00-F03,F00-F03 Demenz,1280,68.9,78.7
2024,Hamburg,DE-HH,F10-F19,F10-F19 Psychische und Verhaltensstörungen durch psychotrope Substanzen,262,14.1,16.4
2024,Hamburg,DE-HH,F20-F29,"F20-F29 Schizophrenie, schizotype und wahnhafte Störungen",15,0.8,1.0
2024,Hamburg,DE-HH,F30-F39,F30-F39 Affektive Störungen,45,2.4,2.9
2024,Hamburg,DE-HH,F32-F34,F32-F34 Depression,40,2.2,2.6
2024,Hamburg,DE-HH,F40-F48,"F40-F48 Neurotische, Belastungs- und somatoforme Störungen",,0.1,0.1
2024,Hamburg,DE-HH,F40-F41,F40-F41 Phobische und andere Angststörungen,,0.1,0.1
2024,Hamburg,DE-HH,F50-F59,F50-F59 Verhaltensauffälligkeiten mit körperlichen Störungen und Faktoren,4,0.2,0.3
2024,Hamburg,DE-HH,F60-F69,F60-F69 Persönlichkeits- und Verhaltensstörungen,3,0.2,0.2
2024,Hamburg,DE-HH,F70-F79,F70-F79 Intelligenzminderung,,0.1,0.1
2024,Hamburg,DE-HH,F80-F89,F80-F89 Entwicklungsstörungen,,,
2024,Hamburg,DE-HH,F90-F98,F90-F98 Verhaltens- und emotionale Störungen mit Beginn in der Kindheit und Jugend,,,
2024,Hamburg,DE-HH,F99-F99,F99-F99 Nicht näher bezeichnete psychische Störungen,7,0.4,0.4
2024,Hamburg,DE-HH,G00-H95,G00-H95 Krankheiten des Nervensystems und der Sinnesorgane,679,36.6,42.7
2024,Hamburg,DE-HH,G00-G99,G00-G99 Krankheiten des Nervensystems,673,36.2,42.3
2024,Hamburg,DE-HH,G00-G09,G00-G09 Entzündliche Krankheiten des Zentralnervensystems,10,0.5,0.6
2024,Hamburg,DE-HH,G00-G03,G00-G03 Meningitis,3,0.2,0.2
2024,Hamburg,DE-HH,G10-G14,"G10-G14 Systematrophien, die vorwiegend das Zentralnervensystem betreffen",52,2.8,3.4
2024,Hamburg,DE-HH,G20-G26,G20-G26 Extrapyramidale Krankheiten und Bewegungsstörungen,281,15.1,17.7
2024,Hamburg,DE-HH,G30-G32,G30-G32 Sonstige degenerative Krankheiten des Nervensystems,159,8.6,10.0
2024,Hamburg,DE-HH,G35-G37,G35-G37 Demyelinisierende Krankheiten des Zentralnervensystems,37,2.0,2.4
2024,Hamburg,DE-HH,G40-G47,G40-G47 Episodische und paroxysmale Krankheiten des Nervensystems,64,3.4,4.0
2024,Hamburg,DE-HH,G40-G41,G40-G41 Epilepsie,59,3.2,3.7
2024,Hamburg,DE-HH,G50-G59,"G50-G59 Krankheiten von Nerven, Nervenwurzeln und Nervenplexus",,,
2024,Hamburg,DE-HH,G60-G64,G60-G64 Polyneuropathien und sonstige Krankheiten des peripheren Nervensystems,5,0.3,0.3
2024,Hamburg,DE-HH,G70-G73,G70-G73 Krankheiten im Bereich der neuromuskulären Synapse und des Muskels,17,0.9,1.0
2024,Hamburg,DE-HH,G80-G83,G80-G83 Zerebrale Lähmung und sonstige Lähmungssyndrome,13,0.7,0.8
2024,Hamburg,DE-HH,G90-G99,G90-G99 Sonstige Krankheiten des Nervensystems,35,1.9,2.1
2024,Hamburg,DE-HH,H00-H59,H00-H59 Krankheiten des Auges und der Augenanhangsgebilde,4,0.2,0.2
2024,Hamburg,DE-HH,H00-H06,"H00-H06 Affektionen des Augenlides, des Tränenapparates und der Orbita",,,
2024,Hamburg,DE-HH,H10-H13,H10-H13 Affektionen der Konjunktiva,,,
2024,Hamburg,DE-HH,H15-H22,"H15-H22 Affektionen der Sklera, der Hornhaut, der Iris und des Ziliarkörpers",,,
2024,Hamburg,DE-HH,H25-H28,H25-H28 Affektionen der Linse,,,
2024,Hamburg,DE-HH,H30-H36,H30-H36 Affektionen der Aderhaut und der Netzhaut,,,
2024,Hamburg,DE-HH,H40-H42,H40-H42 Glaukom,,,
2024,Hamburg,DE-HH,H43-H45,H43-H45 Affektionen des Glaskörpers und des Augapfels,,,
2024,Hamburg,DE-HH,H46-H48,H46-H48 Affektionen des Nervus opticus und der Sehbahn,,0.1,0.1
2024,Hamburg,DE-HH,H49-H52,"H49-H52 Affektionen der Augenmuskeln, Störungen der Blickbewegungen sowie Akkommodationsstörungen und Refraktionsfehler",,0.1,0.0
2024,Hamburg,DE-HH,H53-H54,H53-H54 Sehstörungen und Blindheit,,,
2024,Hamburg,DE-HH,H55-H59,H55-H59 Sonstige Affektionen des Auges und der Augenanhangsgebilde,,0.1,0.1
2024,Hamburg,DE-HH,H60-H95,H60-H95 Krankheiten des Ohres und des Warzenfortsatzes,,0.1,0.1
2024,Hamburg,DE-HH,H60-H62,H60-H62 Krankheiten des äußeren Ohres,,,
2024,Hamburg,DE-HH,H65-H75,H65-H75 Krankheiten des Mittelohres und des Warzenfortsatzes,,0.1,0.1
2024,Hamburg,DE-HH,H80-H83,H80-H83 Krankheiten des Innenohres,,,
2024,Hamburg,DE-HH,H90-H95,H90-H95 Sonstige Krankheiten des Ohres,,,
2024,Hamburg,DE-HH,H90-H91,H90-H91 Hörverlust,,,
2024,Hamburg,DE-HH,I00-I99,I00-I99 Krankheiten des Kreislaufsystems,4966,267.4,310.6
2024,Hamburg,DE-HH,I00-I02,I00-I02 Akutes rheumatisches Fieber,,,
2024,Hamburg,DE-HH,I05-I09,I05-I09 Chronische rheumatische Herzkrankheiten,115,6.2,7.2
2024,Hamburg,DE-HH,I10-I15,I10-I15 Hypertonie (Hochdruckkrankheit),740,39.8,45.8
2024,Hamburg,DE-HH,I20-I25,I20-I25 Ischämische Herzkrankheiten,1456,78.4,91.0
2024,Hamburg,DE-HH,I21-I22,I21-I22 Herzinfarkt,467,25.1,29.5
2024,Hamburg,DE-HH,I26-I28,I26-I28 Pulmonale Herzkrankheit und Krankheiten des Lungenkreislaufes,98,5.3,6.1
2024,Hamburg,DE-HH,I30-I52,I30-I52 Sonstige Formen der Herzkrankheit,1366,73.6,85.3
2024,Hamburg,DE-HH,I60-I69,I60-I69 Zerebrovaskuläre Krankheiten,905,48.7,57.1
2024,Hamburg,DE-HH,I60-I61,I60-I61 Subarachnoidalblutung und intrazerebrale Blutung,175,9.4,11.1
2024,Hamburg,DE-HH,I70-I79,"I70-I79 Krankheiten der Arterien, Arteriolen und Kapillaren",211,11.4,13.4
2024,Hamburg,DE-HH,I80-I89,"I80-I89 Krankheiten der Venen, der Lymphgefäße und der Lymphknoten andernorts nicht klassifiziert",68,3.7,4.3
2024,Hamburg,DE-HH,I95-I99,I95-I99 Sonstige und nicht näher bezeichnete Krankheiten des Kreislaufsystems,7,0.4,0.4
2024,Hamburg,DE-HH,J00-J99,J00-J99 Krankheiten des Atmungssystems,1587,85.5,100.9
2024,Hamburg,DE-HH,J00-J06,J00-J06 Akute Infektionen der oberen Atemwege,11,0.6,0.6
2024,Hamburg,DE-HH,J09-J18,J09-J18 Grippe und Pneumonie,544,29.3,33.9
2024,Hamburg,DE-HH,J09-J11,J09-J11 Grippe,41,2.2,2.6
2024,Hamburg,DE-HH,J12-J18,J12-J18 Pneumonie,503,27.1,31.3
2024,Hamburg,DE-HH,J20-J22,J20-J22 Sonstige akute Infektionen der unteren Atemwege,8,0.4,0.5
2024,Hamburg,DE-HH,J30-J39,J30-J39 Sonstige Krankheiten der oberen Atemwege,3,0.2,0.2
2024,Hamburg,DE-HH,J40-J47,J40-J47 Chronische Krankheiten der unteren Atemwege,740,39.8,48.0
2024,Hamburg,DE-HH,J45-J46,J45-J46 Asthma,41,2.2,2.6
2024,Hamburg,DE-HH,J60-J70,J60-J70 Lungenkrankheiten durch exogene Substanzen,165,8.9,10.4
2024,Hamburg,DE-HH,J80-J84,"J80-J84 Sonstige Krankheiten der Atmungsorgane, die hauptsächlich das Interstitium betreffen",62,3.3,4.0
2024,Hamburg,DE-HH,J85-J86,J85-J86 Purulente und nekrotisierende Krankheitszustände der unteren Atemwege,12,0.6,0.8
2024,Hamburg,DE-HH,J90-J94,J90-J94 Sonstige Krankheiten der Pleura,7,0.4,0.4
2024,Hamburg,DE-HH,J95-J99,J95-J99 Sonstige Krankheiten des Atmungssystems,35,1.9,2.2
2024,Hamburg,DE-HH,K00-K93,K00-K93 Krankheiten des Verdauungssystems,792,42.6,49.9
2024,Hamburg,DE-HH,K00-K14,"K00-K14 Krankheiten der Mundhöhle, der Speicheldrüsen und der Kiefer",3,0.2,0.2
2024,Hamburg,DE-HH,K20-K31,"K20-K31 Krankheiten des Ösophagus, des Magens und des Duodenums",79,4.3,5.0
2024,Hamburg,DE-HH,K25-K28,"K25-K28 Ulcus ventriculi, Ulcus duodeni, Ulcus pepticum",47,2.5,2.9
2024,Hamburg,DE-HH,K35-K38,K35-K38 Krankheiten der Appendix,6,0.3,0.4
2024,Hamburg,DE-HH,K40-K46,K40-K46 Hernien,34,1.8,2.2
2024,Hamburg,DE-HH,K50-K52,K50-K52 Nichtinfektiöse Enteritis und Kolitis,14,0.8,0.9
2024,Hamburg,DE-HH,K55-K64,K55-K64 Sonstige Krankheiten des Darmes,247,13.3,15.7
2024,Hamburg,DE-HH,K65-K67,K65-K67 Krankheiten des Peritoneums,13,0.7,0.8
2024,Hamburg,DE-HH,K70-K77,K70-K77 Krankheiten der Leber,226,12.2,14.3
2024,Hamburg,DE-HH,K80-K87,"K80-K87 Krankheiten der Gallenblase, der Gallenwege und des Pankreas",83,4.5,5.1
2024,Hamburg,DE-HH,K90-K93,K90-K93 Sonstige Krankheiten des Verdauungssystems,87,4.7,5.4
2024,Hamburg,DE-HH,L00-L99,L00-L99 Krankheiten der Haut und der Unterhaut,58,3.1,3.6
2024,Hamburg,DE-HH,L00-L08,L00-L08 Infektionen der Haut und der Unterhaut,13,0.7,0.8
2024,Hamburg,DE-HH,L10-L14,L10-L14 Bullöse Dermatosen,,0.1,0.1
2024,Hamburg,DE-HH,L20-L30,L20-L30 Dermatitis und Ekzem,,0.1,0.1
2024,Hamburg,DE-HH,L40-L45,L40-L45 Papulosquamöse Hautkrankheiten,,0.1,0.1
2024,Hamburg,DE-HH,L40-L42,L40-L42 Psoriasis,,0.1,0.1
2024,Hamburg,DE-HH,L50-L54,L50-L54 Urtikaria und Erythem,,,
2024,Hamburg,DE-HH,L55-L59,L55-L59 Krankheiten der Haut und der Unterhaut durch Strahleneinwirkung,,,
2024,Hamburg,DE-HH,L60-L75,L60-L75 Krankheiten der Hautanhangsgebilde,,,
2024,Hamburg,DE-HH,L80-L99,L80-L99 Sonstige Krankheiten der Haut und der Unterhaut,40,2.2,2.5
2024,Hamburg,DE-HH,M00-M99,M00-M99 Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,132,7.1,8.3
2024,Hamburg,DE-HH,M00-M25,M00-M25 Arthropathien,32,1.7,2.0
2024,Hamburg,DE-HH,M00-M03,M00-M03 Infektiöse Arthropathien,3,0.2,0.2
2024,Hamburg,DE-HH,M05-M14,M05-M14 Entzündliche Polyarthropathien,12,0.6,0.8
2024,Hamburg,DE-HH,M15-M19,M15-M19 Arthrose,14,0.8,0.9
2024,Hamburg,DE-HH,M20-M25,M20-M25 Sonstige Gelenkkrankheiten,3,0.2,0.2
2024,Hamburg,DE-HH,M30-M36,M30-M36 Systemkrankheiten des Bindegewebes,9,0.5,0.6
2024,Hamburg,DE-HH,M40-M54,M40-M54 Krankheiten der Wirbelsäule und des Rückens,24,1.3,1.5
2024,Hamburg,DE-HH,M40-M43,M40-M43 Deformitäten der Wirbelsäule und des Rückens,4,0.2,0.2
2024,Hamburg,DE-HH,M45-M54,M45-M54 Dorsopathien,20,1.1,1.3
2024,Hamburg,DE-HH,M45-M49,M45-M49 Spondylopathien,16,0.9,1.0
2024,Hamburg,DE-HH,M50-M54,M50-M54 Sonstige Krankheiten der Wirbelsäule und des Rückens,4,0.2,0.3
2024,Hamburg,DE-HH,M60-M79,M60-M79 Krankheiten der Weichteilgewebe,53,2.9,3.4
2024,Hamburg,DE-HH,M60-M63,M60-M63 Krankheiten der Muskeln,32,1.7,2.1
2024,Hamburg,DE-HH,M65-M68,M65-M68 Krankheiten der Synovialis und der Sehnen,,,
2024,Hamburg,DE-HH,M70-M79,M70-M79 Sonstige Krankheiten des Weichteilgewebes,21,1.1,1.3
2024,Hamburg,DE-HH,M80-M94,M80-M94 Osteopathien und Chondropathien,14,0.8,0.9
2024,Hamburg,DE-HH,M80-M85,M80-M85 Veränderungen der Knochendichte und -struktur,12,0.6,0.7
2024,Hamburg,DE-HH,M80-M82,M80-M82 Osteoporose,11,0.6,0.7
2024,Hamburg,DE-HH,M86-M90,M86-M90 Sonstige Osteopathien,,0.1,0.1
2024,Hamburg,DE-HH,M91-M94,M91-M94 Chondropathien,,,
2024,Hamburg,DE-HH,M95-M99,M95-M99 Sonstige Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,,,
2024,Hamburg,DE-HH,N00-N99,N00-N99 Krankheiten des Urogenitalsystems,587,31.6,36.6
2024,Hamburg,DE-HH,N00-N29,N00-N29 Krankheiten der Niere und des Ureters,298,16.0,18.6
2024,Hamburg,DE-HH,N00-N08,N00-N08 Glomeruläre Krankheiten,7,0.4,0.5
2024,Hamburg,DE-HH,N10-N16,N10-N16 Tubulointerstitielle Nierenkrankheiten,21,1.1,1.3
2024,Hamburg,DE-HH,N17-N19,N17-N19 Niereninsuffizienz,242,13.0,15.0
2024,Hamburg,DE-HH,N20-N23,N20-N23 Urolithiasis,9,0.5,0.6
2024,Hamburg,DE-HH,N25-N29,N25-N29 Sonstige Krankheiten der Niere und des Ureters,19,1.0,1.2
2024,Hamburg,DE-HH,N30-N39,N30-N39 Sonstige Krankheiten des Harnsystems,259,13.9,16.1
2024,Hamburg,DE-HH,N40-N51,N40-N51 Krankheiten der männlichen Genitalorgane,,,
2024,Hamburg,DE-HH,N60-N64,N60-N64 Krankheiten der Mamma (Brustdrüse),,,
2024,Hamburg,DE-HH,N70-N77,N70-N77 Entzündliche Krankheiten der weiblichen Beckenorgane,,,
2024,Hamburg,DE-HH,N80-N98,N80-N98 Nichtentzündliche Krankheiten des weiblichen Genitaltraktes,,,
2024,Hamburg,DE-HH,O00-O99,"O00-O99 Schwangerschaft, Geburt und Wochenbett",,,
2024,Hamburg,DE-HH,O00-O08,O00-O08 Schwangerschaft mit abortivem Ausgang,,,
2024,Hamburg,DE-HH,O10-O16,"O10-O16 Ödeme, Proteinurie und Hypertonie während der Schwangerschaft, der Geburt und des Wochenbettes",,,
2024,Hamburg,DE-HH,O20-O29,"O20-O29 Sonstige Krankheiten der Mutter, die vorwiegend mit der Schwangerschaft verbunden sind",,,
2024,Hamburg,DE-HH,O30-O48,O30-O48 Betreuung der Mutter im Hinblick auf den Fetus und die Amnionhöhle sowie mögliche Entbindungskomplikationen,,,
2024,Hamburg,DE-HH,O60-O75,O60-O75 Komplikationen bei Wehentätigkeit und Entbindung,,,
2024,Hamburg,DE-HH,O80-O84,O80-O84 Entbindung,,,
2024,Hamburg,DE-HH,O85-O92,"O85-O92 Komplikationen, die vorwiegend im Wochenbett auftreten",,,
2024,Hamburg,DE-HH,O94-O99,"O94-O99 Sonstige Krankheitszustände während der Gestationsperiode, die andernorts nicht klassifiziert sind",,,
2024,Hamburg,DE-HH,P00-P96,"P00-P96 Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",39,2.1,2.0
2024,Hamburg,DE-HH,P00-P04,"P00-P04 Schädigung des Fetus und Neugeborenen durch mütterliche Faktoren und durch Komplikationen bei Schwangerschaft, Wehentätigkeit und Entbindung",,0.1,0.1
2024,Hamburg,DE-HH,P05-P08,P05-P08 Störungen im Zusammenhang mit der Schwangerschaftsdauer und dem fetalen Wachstum,24,1.3,1.2
2024,Hamburg,DE-HH,P10-P15,P10-P15 Geburtstrauma,,,
2024,Hamburg,DE-HH,P20-P29,"P20-P29 Krankheiten des Atmungs- und Herz-Kreislaufsystems, die für die Perinatalperiode spezifisch sind",8,0.4,0.4
2024,Hamburg,DE-HH,P35-P39,"P35-P39 Infektionen, die für die Perinatalperiode spezifisch sind",,0.1,0.1
2024,Hamburg,DE-HH,P50-P61,P50-P61 Hämorrhagische und hämatologische Krankheiten beim Fetus und Neugeborenen,,0.1,0.1
2024,Hamburg,DE-HH,P70-P74,"P70-P74 Transitorische endokrine und Stoffwechselstörungen, die für den Fetus und das Neugeborene spezifisch sind",,,
2024,Hamburg,DE-HH,P75-P78,P75-P78 Krankheiten des Verdauungssystems beim Fetus und Neugeborenen,,,
2024,Hamburg,DE-HH,P80-P83,P80-P83 Krankheitszustände mit Beteiligung der Haut und der Temperaturregulation beim Fetus und Neugeborenen,,,
2024,Hamburg,DE-HH,P90-P96,"P90-P96 Sonstige Störungen, die ihren Ursprung in der Perinatalperiode haben",,0.1,0.1
2024,Hamburg,DE-HH,Q00-Q99,"Q00-Q99 Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",57,3.1,3.1
2024,Hamburg,DE-HH,Q00-Q07,Q00-Q07 Angeborene Fehlbildungen des Nervensystems,,0.1,0.1
2024,Hamburg,DE-HH,Q10-Q18,"Q10-Q18 Angeborene Fehlbildungen des Auges, des Ohres, des Gesichtes und des Halses",,,
2024,Hamburg,DE-HH,Q20-Q28,Q20-Q28 Angeborene Fehlbildungen des Kreislaufsystems,14,0.8,0.8
2024,Hamburg,DE-HH,Q30-Q34,Q30-Q34 Angeborene Fehlbildungen des Atmungssystems,,0.1,0.1
2024,Hamburg,DE-HH,Q35-Q37,"Q35-Q37 Lippen-, Kiefer- und Gaumenspalte",,,
2024,Hamburg,DE-HH,Q38-Q45,Q38-Q45 Sonstige angeborene Fehlbildungen des Verdauungssystems,3,0.2,0.2
2024,Hamburg,DE-HH,Q50-Q56,Q50-Q56 Angeborene Fehlbildungen der Genitalorgane,,,
2024,Hamburg,DE-HH,Q60-Q64,Q60-Q64 Angeborene Fehlbildungen des Harnsystems,,0.1,0.1
2024,Hamburg,DE-HH,Q65-Q79,Q65-Q79 Angeborene Fehlbildung und Deformitäten des Muskel-Skelett-Systems,5,0.3,0.3
2024,Hamburg,DE-HH,Q80-Q89,Q80-Q89 Sonstige angeborene Fehlbildungen,8,0.4,0.4
2024,Hamburg,DE-HH,Q90-Q99,"Q90-Q99 Chromosomenanomalien, anderenorts nicht klassifiziert",22,1.2,1.2
2024,Hamburg,DE-HH,R00-R99,"R00-R99 Symptome und abnorme klinische und Laborbefunde, die andernorts nicht klassifiziert sind",955,51.4,60.7
2024,Hamburg,DE-HH,R00-R09,"R00-R09 Symptome, die das Kreislaufsystem und das Atmungssystem betreffen",9,0.5,0.6
2024,Hamburg,DE-HH,R10-R19,"R10-R19 Symptome, die das Verdauungssystem und das Abdomen betreffen",4,0.2,0.2
2024,Hamburg,DE-HH,R20-R23,"R20-R23 Symptome, die die Haut und das Unterhautgewebe betreffen",,,
2024,Hamburg,DE-HH,R25-R29,"R25-R29 Symptome, die das Nervensystem und das Muskel-Skelett-System betreffen",,0.1,0.1
2024,Hamburg,DE-HH,R30-R39,"R30-R39 Symptome, die das Harnsystem betreffen",,0.1,0.1
2024,Hamburg,DE-HH,R40-R46,"R40-R46 Symptome, die das Erkennungs- und Wahrnehmungsvermögen, die Stimmung und das Verhalten betreffen",,0.1,0.1
2024,Hamburg,DE-HH,R47-R49,"R47-R49 Symptome, die die Sprache und die Stimme betreffen",,,
2024,Hamburg,DE-HH,R50-R69,R50-R69 Allgemeinsymptome,95,5.1,6.0
2024,Hamburg,DE-HH,R70-R79,R70-R79 Abnorme Blutuntersuchungsbefunde ohne Vorliegen einer Diagnose,,,
2024,Hamburg,DE-HH,R80-R82,R80-R82 Abnorme Urinuntersuchungsbefunde ohne Vorliegen einer Diagnose,,,
2024,Hamburg,DE-HH,R83-R89,"R83-R89 Abnorme Befunde ohne Vorliegen einer Diagnose bei der Untersuchung anderer Körperflüssigkeiten, Substanzen und Gewebe",,,
2024,Hamburg,DE-HH,R90-R94,R90-R94 Abnorme Befunde ohne Vorliegen einer Diagnose bei bildgebender Diagnostik und Funktionsprüfungen,,,
2024,Hamburg,DE-HH,R95-R99,R95-R99 Ungenau bezeichnete und unbekannte Todesursachen,841,45.3,53.5
2024,Hamburg,DE-HH,R96-R99,R96-R99 Unbekannte Todesursache,839,45.2,53.4
2024,Hamburg,DE-HH,S00-T98,"S00-T98 Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",1288,69.4,78.7
2024,Hamburg,DE-HH,S00-T14,S00-T14 Verletzungen,877,47.2,53.8
2024,Hamburg,DE-HH,S00-S09,S00-S09 Verletzungen des Kopfes,240,12.9,14.7
2024,Hamburg,DE-HH,S10-S19,S10-S19 Verletzungen des Halses,26,1.4,1.6
2024,Hamburg,DE-HH,S20-S29,S20-S29 Verletzungen des Thorax,43,2.3,2.6
2024,Hamburg,DE-HH,S30-S39,"S30-S39 Verletzungen des Abdomens, der Lumbosakralgegend, der Lendenwirbelsäule und des Beckens",62,3.3,3.8
2024,Hamburg,DE-HH,S40-S49,S40-S49 Verletzungen der Schulter und des Oberarmes,28,1.5,1.8
2024,Hamburg,DE-HH,S50-S59,S50-S59 Verletzungen des Ellenbogens und des Unterarmes,9,0.5,0.6
2024,Hamburg,DE-HH,S60-S69,S60-S69 Verletzungen des Handgelenkes und der Hand,8,0.4,0.5
2024,Hamburg,DE-HH,S70-S79,S70-S79 Verletzungen der Hüfte und des Oberschenkels,262,14.1,16.1
2024,Hamburg,DE-HH,S80-S89,S80-S89 Verletzungen des Knies und des Unterschenkels,11,0.6,0.7
2024,Hamburg,DE-HH,S90-S99,S90-S99 Verletzungen der Knöchelregion und des Fußes,,,
2024,Hamburg,DE-HH,T00-T07,T00-T07 Verletzungen mit Beteiligung mehrerer Körperregionen,68,3.7,3.9
2024,Hamburg,DE-HH,T08-T14,"T08-T14 Verletzungen nicht näher bezeichneter Teile des Rumpfes, der Extremitäten oder anderer Körperregionen",120,6.5,7.5
2024,Hamburg,DE-HH,T15-T19,T15-T19 Folgen des Eindringens eines Fremdkörpers durch eine natürliche Körperöffnung,67,3.6,4.2
2024,Hamburg,DE-HH,T20-T32,T20-T32 Verbrennungen oder Verätzungen,3,0.2,0.2
2024,Hamburg,DE-HH,T20-T25,"T20-T25 Verbrennungen oder Verätzungen der äußeren Körperoberfläche, Lokalisation bezeichnet",,,
2024,Hamburg,DE-HH,T26-T28,"T26-T28 Verbrennungen oder Verätzungen, die auf das Auge und auf innere Organe begrenzt sind",,0.1,0.1
2024,Hamburg,DE-HH,T29-T32,T29-T32 Verbrennungen oder Verätzungen mehrerer und nicht näher bezeichneter Körperregionen,,0.1,0.1
2024,Hamburg,DE-HH,T33-T35,T33-T35 Erfrierungen,,,
2024,Hamburg,DE-HH,T36-T50,"T36-T50 Vergiftungen durch Arzneimittel, Drogen und biologisch aktive Substanzen",95,5.1,5.7
2024,Hamburg,DE-HH,T51-T65,T51-T65 Toxische Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen,52,2.8,2.9
2024,Hamburg,DE-HH,T66-T78,T66-T78 Sonstige und nicht näher bezeichnete Schäden durch äußere Ursachen,111,6.0,6.7
2024,Hamburg,DE-HH,T79-T79,T79-T79 Bestimmte Frühkomplikationen eines Traumas,19,1.0,1.2
2024,Hamburg,DE-HH,T80-T88,"T80-T88 Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert",40,2.2,2.5
2024,Hamburg,DE-HH,T90-T98,"T90-T98 Folgen von Verletzungen, Vergiftungen und sonstigen Auswirkungen äußerer Ursachen",24,1.3,1.5
2024,Hamburg,DE-HH,U00-U99,U00-U99 Schlüsselnummern für besondere Zwecke,257,13.8,16.2
2024,Hamburg,DE-HH,U00-U49,U00-U49 Vorläufige Zuordnungen für Krankheiten mit unklarer Ätiologie und nicht belegte Schlüsselnummern,257,13.8,16.2
2024,Hessen,DE-HE,,Alle Krankheiten und Folgen äußerer Ursachen,71547,1140.3,1184.0
2024,Hessen,DE-HE,A00-B99,A00-B99 Bestimmte infektiöse und parasitäre Krankheiten,1295,20.6,21.5
2024,Hessen,DE-HE,A00-A09,A00-A09 Infektiöse Darmkrankheiten,268,4.3,4.5
2024,Hessen,DE-HE,A15-A19,A15-A19 Tuberkulose,11,0.2,0.2
2024,Hessen,DE-HE,A20-A28,A20-A28 Bestimmte bakterielle Zoonosen,,,
2024,Hessen,DE-HE,A30-A49,A30-A49 Sonstige bakterielle Krankheiten,664,10.6,11.0
2024,Hessen,DE-HE,A50-A64,"A50-A64 Infektionen, vorwiegend durch Geschlechtsverkehr übertragen",,0.0,0.0
2024,Hessen,DE-HE,A65-A69,A65-A69 Sonstige Spirochätenkrankheiten,,0.0,0.0
