jahr,region,bundesland_code,icd_code,icd_bezeichnung,sterbefaelle,sterbefaelle_je_100k,sterbefaelle_je_100k_altersstand
2022,Rheinland-Pfalz,DE-RP,E00-E90,"E00-E90 Endokrine, Ernährungs- und Stoffwechselkrankheiten",2140,52.4,52.3
2022,Rheinland-Pfalz,DE-RP,F00-F99,F00-F99 Psychische und Verhaltensstörungen,3153,77.3,77.2
2022,Rheinland-Pfalz,DE-RP,G00-H95,G00-H95 Krankheiten des Nervensystems und der Sinnesorgane,1933,47.4,47.4
2022,Rheinland-Pfalz,DE-RP,I00-I99,I00-I99 Krankheiten des Kreislaufsystems,19239,471.5,469.4
2022,Rheinland-Pfalz,DE-RP,J00-J99,J00-J99 Krankheiten des Atmungssystems,3454,84.6,84.2
2022,Rheinland-Pfalz,DE-RP,K00-K93,K00-K93 Krankheiten des Verdauungssystems,2329,57.1,56.5
2022,Rheinland-Pfalz,DE-RP,L00-L99,L00-L99 Krankheiten der Haut und der Unterhaut,91,2.2,2.2
2022,Rheinland-Pfalz,DE-RP,M00-M99,M00-M99 Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,367,9.0,9.0
2022,Rheinland-Pfalz,DE-RP,N00-N99,N00-N99 Krankheiten des Urogenitalsystems,1391,34.1,34.0
2022,Rheinland-Pfalz,DE-RP,O00-O99,"O00-O99 Schwangerschaft, Geburt und Wochenbett",,,
2022,Rheinland-Pfalz,DE-RP,P00-P96,"P00-P96 Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",90,2.2,2.2
2022,Rheinland-Pfalz,DE-RP,Q00-Q99,"Q00-Q99 Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",113,2.8,2.7
2022,Rheinland-Pfalz,DE-RP,R00-R99,"R00-R99 Symptome und abnorme klinische und Laborbefunde, die andernorts nicht klassifiziert sind",1016,24.9,24.7
2022,Rheinland-Pfalz,DE-RP,S00-T98,"S00-T98 Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",2356,57.7,57.6
2022,Rheinland-Pfalz,DE-RP,U00-U99,U00-U99 Schlüsselnummern für besondere Zwecke,2790,68.4,68.2
2022,Saarland,DE-SL,,Alle Krankheiten und Folgen äußerer Ursachen,15409,1530.8,1411.8
2022,Saarland,DE-SL,A00-B99,A00-B99 Bestimmte infektiöse und parasitäre Krankheiten,230,22.8,21.2
2022,Saarland,DE-SL,C00-D48,C00-D48 Neubildungen,3371,334.9,308.7
2022,Saarland,DE-SL,D50-D90,D50-D90 Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,63,6.3,5.8
2022,Saarland,DE-SL,E00-E90,"E00-E90 Endokrine, Ernährungs- und Stoffwechselkrankheiten",752,74.7,68.8
2022,Saarland,DE-SL,F00-F99,F00-F99 Psychische und Verhaltensstörungen,943,93.7,86.8
2022,Saarland,DE-SL,G00-H95,G00-H95 Krankheiten des Nervensystems und der Sinnesorgane,503,50.0,46.3
2022,Saarland,DE-SL,I00-I99,I00-I99 Krankheiten des Kreislaufsystems,4753,472.2,433.9
2022,Saarland,DE-SL,J00-J99,J00-J99 Krankheiten des Atmungssystems,1007,100.0,91.6
2022,Saarland,DE-SL,K00-K93,K00-K93 Krankheiten des Verdauungssystems,626,62.2,57.5
2022,Saarland,DE-SL,L00-L99,L00-L99 Krankheiten der Haut und der Unterhaut,30,3.0,2.7
2022,Saarland,DE-SL,M00-M99,M00-M99 Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,89,8.8,8.2
2022,Saarland,DE-SL,N00-N99,N00-N99 Krankheiten des Urogenitalsystems,458,45.5,42.0
2022,Saarland,DE-SL,O00-O99,"O00-O99 Schwangerschaft, Geburt und Wochenbett",,,
2022,Saarland,DE-SL,P00-P96,"P00-P96 Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",7,0.7,0.8
2022,Saarland,DE-SL,Q00-Q99,"Q00-Q99 Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",27,2.7,2.6
2022,Saarland,DE-SL,R00-R99,"R00-R99 Symptome und abnorme klinische und Laborbefunde, die andernorts nicht klassifiziert sind",1057,105.0,97.5
2022,Saarland,DE-SL,S00-T98,"S00-T98 Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",630,62.6,58.5
2022,Saarland,DE-SL,U00-U99,U00-U99 Schlüsselnummern für besondere Zwecke,863,85.7,79.0
2022,Sachsen,DE-SN,,Alle Krankheiten und Folgen äußerer Ursachen,60066,1491.6,1250.2
2022,Sachsen,DE-SN,A00-B99,A00-B99 Bestimmte infektiöse und parasitäre Krankheiten,664,16.5,13.7
2022,Sachsen,DE-SN,C00-D48,C00-D48 Neubildungen,13055,324.2,278.0
2022,Sachsen,DE-SN,D50-D90,D50-D90 Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,253,6.3,5.3
2022,Sachsen,DE-SN,E00-E90,"E00-E90 Endokrine, Ernährungs- und Stoffwechselkrankheiten",2122,52.7,43.8
2022,Sachsen,DE-SN,F00-F99,F00-F99 Psychische und Verhaltensstörungen,3542,88.0,72.2
2022,Sachsen,DE-SN,G00-H95,G00-H95 Krankheiten des Nervensystems und der Sinnesorgane,2171,53.9,45.0
2022,Sachsen,DE-SN,I00-I99,I00-I99 Krankheiten des Kreislaufsystems,23674,587.9,482.7
2022,Sachsen,DE-SN,J00-J99,J00-J99 Krankheiten des Atmungssystems,2890,71.8,59.8
2022,Sachsen,DE-SN,K00-K93,K00-K93 Krankheiten des Verdauungssystems,2830,70.3,62.1
2022,Sachsen,DE-SN,L00-L99,L00-L99 Krankheiten der Haut und der Unterhaut,92,2.3,1.9
2022,Sachsen,DE-SN,M00-M99,M00-M99 Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,414,10.3,8.5
2022,Sachsen,DE-SN,N00-N99,N00-N99 Krankheiten des Urogenitalsystems,1036,25.7,21.0
2022,Sachsen,DE-SN,O00-O99,"O00-O99 Schwangerschaft, Geburt und Wochenbett",,,
2022,Sachsen,DE-SN,P00-P96,"P00-P96 Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",46,1.1,1.3
2022,Sachsen,DE-SN,Q00-Q99,"Q00-Q99 Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",110,2.7,2.8
2022,Sachsen,DE-SN,R00-R99,"R00-R99 Symptome und abnorme klinische und Laborbefunde, die andernorts nicht klassifiziert sind",988,24.5,22.1
2022,Sachsen,DE-SN,S00-T98,"S00-T98 Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",3174,78.8,68.5
2022,Sachsen,DE-SN,U00-U99,U00-U99 Schlüsselnummern für besondere Zwecke,3002,74.5,61.4
2022,Sachsen-Anhalt,DE-ST,,Alle Krankheiten und Folgen äußerer Ursachen,37281,1740.9,1450.6
2022,Sachsen-Anhalt,DE-ST,A00-B99,A00-B99 Bestimmte infektiöse und parasitäre Krankheiten,330,15.4,12.8
2022,Sachsen-Anhalt,DE-ST,C00-D48,C00-D48 Neubildungen,8502,397.0,329.4
2022,Sachsen-Anhalt,DE-ST,D50-D90,D50-D90 Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,156,7.3,6.1
2022,Sachsen-Anhalt,DE-ST,E00-E90,"E00-E90 Endokrine, Ernährungs- und Stoffwechselkrankheiten",1694,79.1,65.8
2022,Sachsen-Anhalt,DE-ST,F00-F99,F00-F99 Psychische und Verhaltensstörungen,1752,81.8,68.6
2022,Sachsen-Anhalt,DE-ST,G00-H95,G00-H95 Krankheiten des Nervensystems und der Sinnesorgane,1320,61.6,51.2
2022,Sachsen-Anhalt,DE-ST,I00-I99,I00-I99 Krankheiten des Kreislaufsystems,14255,665.7,551.2
2022,Sachsen-Anhalt,DE-ST,J00-J99,J00-J99 Krankheiten des Atmungssystems,1874,87.5,71.8
2022,Sachsen-Anhalt,DE-ST,K00-K93,K00-K93 Krankheiten des Verdauungssystems,1666,77.8,66.1
2022,Sachsen-Anhalt,DE-ST,L00-L99,L00-L99 Krankheiten der Haut und der Unterhaut,54,2.5,2.1
2022,Sachsen-Anhalt,DE-ST,M00-M99,M00-M99 Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,230,10.7,8.9
2022,Sachsen-Anhalt,DE-ST,N00-N99,N00-N99 Krankheiten des Urogenitalsystems,1039,48.5,39.9
2022,Sachsen-Anhalt,DE-ST,O00-O99,"O00-O99 Schwangerschaft, Geburt und Wochenbett",,,
2022,Sachsen-Anhalt,DE-ST,P00-P96,"P00-P96 Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",13,0.6,0.8
2022,Sachsen-Anhalt,DE-ST,Q00-Q99,"Q00-Q99 Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",70,3.3,3.3
2022,Sachsen-Anhalt,DE-ST,R00-R99,"R00-R99 Symptome und abnorme klinische und Laborbefunde, die andernorts nicht klassifiziert sind",707,33.0,29.8
2022,Sachsen-Anhalt,DE-ST,S00-T98,"S00-T98 Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",1441,67.3,59.0
2022,Sachsen-Anhalt,DE-ST,U00-U99,U00-U99 Schlüsselnummern für besondere Zwecke,2177,101.7,83.8
2022,Schleswig-Holstein,DE-SH,,Alle Krankheiten und Folgen äußerer Ursachen,40697,1392.5,1321.8
2022,Schleswig-Holstein,DE-SH,A00-B99,A00-B99 Bestimmte infektiöse und parasitäre Krankheiten,636,21.8,20.6
2022,Schleswig-Holstein,DE-SH,C00-D48,C00-D48 Neubildungen,9734,333.1,314.7
2022,Schleswig-Holstein,DE-SH,D50-D90,D50-D90 Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,171,5.9,5.6
2022,Schleswig-Holstein,DE-SH,E00-E90,"E00-E90 Endokrine, Ernährungs- und Stoffwechselkrankheiten",1277,43.7,41.6
2022,Schleswig-Holstein,DE-SH,F00-F99,F00-F99 Psychische und Verhaltensstörungen,2696,92.2,88.2
2022,Schleswig-Holstein,DE-SH,G00-H95,G00-H95 Krankheiten des Nervensystems und der Sinnesorgane,1575,53.9,50.7
2022,Schleswig-Holstein,DE-SH,I00-I99,I00-I99 Krankheiten des Kreislaufsystems,13899,475.6,452.1
2022,Schleswig-Holstein,DE-SH,J00-J99,J00-J99 Krankheiten des Atmungssystems,2532,86.6,81.6
2022,Schleswig-Holstein,DE-SH,K00-K93,K00-K93 Krankheiten des Verdauungssystems,1872,64.1,61.0
2022,Schleswig-Holstein,DE-SH,L00-L99,L00-L99 Krankheiten der Haut und der Unterhaut,56,1.9,1.8
2022,Schleswig-Holstein,DE-SH,M00-M99,M00-M99 Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,245,8.4,7.9
2022,Schleswig-Holstein,DE-SH,N00-N99,N00-N99 Krankheiten des Urogenitalsystems,1056,36.1,34.3
2022,Schleswig-Holstein,DE-SH,O00-O99,"O00-O99 Schwangerschaft, Geburt und Wochenbett",,,
2022,Schleswig-Holstein,DE-SH,P00-P96,"P00-P96 Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",39,1.3,1.4
2022,Schleswig-Holstein,DE-SH,Q00-Q99,"Q00-Q99 Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",83,2.8,2.9
2022,Schleswig-Holstein,DE-SH,R00-R99,"R00-R99 Symptome und abnorme klinische und Laborbefunde, die andernorts nicht klassifiziert sind",624,21.4,20.6
2022,Schleswig-Holstein,DE-SH,S00-T98,"S00-T98 Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",2182,74.7,71.5
2022,Schleswig-Holstein,DE-SH,U00-U99,U00-U99 Schlüsselnummern für besondere Zwecke,2020,69.1,65.4
2022,Thüringen,DE-TH,,Alle Krankheiten und Folgen äußerer Ursachen,32795,1555.1,1353.8
2022,Thüringen,DE-TH,A00-B99,A00-B99 Bestimmte infektiöse und parasitäre Krankheiten,527,25.0,21.6
2022,Thüringen,DE-TH,C00-D48,C00-D48 Neubildungen,7001,332.0,284.4
2022,Thüringen,DE-TH,D50-D90,D50-D90 Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,179,8.5,7.5
2022,Thüringen,DE-TH,E00-E90,"E00-E90 Endokrine, Ernährungs- und Stoffwechselkrankheiten",1540,73.0,63.5
2022,Thüringen,DE-TH,F00-F99,F00-F99 Psychische und Verhaltensstörungen,1385,65.7,57.9
2022,Thüringen,DE-TH,G00-H95,G00-H95 Krankheiten des Nervensystems und der Sinnesorgane,1031,48.9,42.0
2022,Thüringen,DE-TH,I00-I99,I00-I99 Krankheiten des Kreislaufsystems,11890,563.8,492.4
2022,Thüringen,DE-TH,J00-J99,J00-J99 Krankheiten des Atmungssystems,2321,110.1,94.7
2022,Thüringen,DE-TH,K00-K93,K00-K93 Krankheiten des Verdauungssystems,1505,71.4,62.6
2022,Thüringen,DE-TH,L00-L99,L00-L99 Krankheiten der Haut und der Unterhaut,73,3.5,3.0
2022,Thüringen,DE-TH,M00-M99,M00-M99 Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,138,6.5,5.6
2022,Thüringen,DE-TH,N00-N99,N00-N99 Krankheiten des Urogenitalsystems,1095,51.9,45.3
2022,Thüringen,DE-TH,O00-O99,"O00-O99 Schwangerschaft, Geburt und Wochenbett",,,
2022,Thüringen,DE-TH,P00-P96,"P00-P96 Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",27,1.3,1.6
2022,Thüringen,DE-TH,Q00-Q99,"Q00-Q99 Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",64,3.0,3.1
2022,Thüringen,DE-TH,R00-R99,"R00-R99 Symptome und abnorme klinische und Laborbefunde, die andernorts nicht klassifiziert sind",871,41.3,37.2
2022,Thüringen,DE-TH,S00-T98,"S00-T98 Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",1302,61.7,55.7
2022,Thüringen,DE-TH,U00-U99,U00-U99 Schlüsselnummern für besondere Zwecke,1844,87.4,75.7
2022,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,,Alle Krankheiten und Folgen äußerer Ursachen,873420,1244.9,1284.0
2022,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,A00-B99,A00-B99 Bestimmte infektiöse und parasitäre Krankheiten,14954,21.3,22.0
2022,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,C00-D48,C00-D48 Neubildungen,196852,280.6,289.3
2022,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,D50-D90,D50-D90 Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,4413,6.3,6.5
2022,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,E00-E90,"E00-E90 Endokrine, Ernährungs- und Stoffwechselkrankheiten",33015,47.1,48.6
2022,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,F00-F99,F00-F99 Psychische und Verhaltensstörungen,58500,83.4,86.1
2022,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,G00-H95,G00-H95 Krankheiten des Nervensystems und der Sinnesorgane,32599,46.5,48.0
2022,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,I00-I99,I00-I99 Krankheiten des Kreislaufsystems,285958,407.6,420.9
2022,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,J00-J99,J00-J99 Krankheiten des Atmungssystems,57019,81.3,84.0
2022,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,K00-K93,K00-K93 Krankheiten des Verdauungssystems,37071,52.8,54.4
2022,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,L00-L99,L00-L99 Krankheiten der Haut und der Unterhaut,1637,2.3,2.4
2022,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,M00-M99,M00-M99 Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,5795,8.3,8.5
2022,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,N00-N99,N00-N99 Krankheiten des Urogenitalsystems,24286,34.6,35.8
2022,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,O00-O99,"O00-O99 Schwangerschaft, Geburt und Wochenbett",,,
2022,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,P00-P96,"P00-P96 Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",1223,1.7,1.7
2022,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,Q00-Q99,"Q00-Q99 Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",1944,2.8,2.8
2022,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,R00-R99,"R00-R99 Symptome und abnorme klinische und Laborbefunde, die andernorts nicht klassifiziert sind",36556,52.1,53.5
2022,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,S00-T98,"S00-T98 Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",39035,55.6,57.0
2022,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,U00-U99,U00-U99 Schlüsselnummern für besondere Zwecke,42540,60.6,62.6
2022,Neue Länder ohne Berlin-Ost,DE-EAST,,Alle Krankheiten und Folgen äußerer Ursachen,192921,1559.5,1334.2
2022,Neue Länder ohne Berlin-Ost,DE-EAST,A00-B99,A00-B99 Bestimmte infektiöse und parasitäre Krankheiten,2393,19.3,16.5
2022,Neue Länder ohne Berlin-Ost,DE-EAST,C00-D48,C00-D48 Neubildungen,43096,348.4,298.5
2022,Neue Länder ohne Berlin-Ost,DE-EAST,D50-D90,D50-D90 Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,792,6.4,5.5
2022,Neue Länder ohne Berlin-Ost,DE-EAST,E00-E90,"E00-E90 Endokrine, Ernährungs- und Stoffwechselkrankheiten",7546,61.0,52.0
2022,Neue Länder ohne Berlin-Ost,DE-EAST,F00-F99,F00-F99 Psychische und Verhaltensstörungen,10277,83.1,70.9
2022,Neue Länder ohne Berlin-Ost,DE-EAST,G00-H95,G00-H95 Krankheiten des Nervensystems und der Sinnesorgane,6681,54.0,45.9
2022,Neue Länder ohne Berlin-Ost,DE-EAST,I00-I99,I00-I99 Krankheiten des Kreislaufsystems,72261,584.1,496.0
2022,Neue Länder ohne Berlin-Ost,DE-EAST,J00-J99,J00-J99 Krankheiten des Atmungssystems,10614,85.8,72.7
2022,Neue Länder ohne Berlin-Ost,DE-EAST,K00-K93,K00-K93 Krankheiten des Verdauungssystems,8966,72.5,63.4
2022,Neue Länder ohne Berlin-Ost,DE-EAST,L00-L99,L00-L99 Krankheiten der Haut und der Unterhaut,319,2.6,2.2
2022,Neue Länder ohne Berlin-Ost,DE-EAST,M00-M99,M00-M99 Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,1031,8.3,7.1
2022,Neue Länder ohne Berlin-Ost,DE-EAST,N00-N99,N00-N99 Krankheiten des Urogenitalsystems,4651,37.6,31.8
2022,Neue Länder ohne Berlin-Ost,DE-EAST,O00-O99,"O00-O99 Schwangerschaft, Geburt und Wochenbett",,,
2022,Neue Länder ohne Berlin-Ost,DE-EAST,P00-P96,"P00-P96 Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",149,1.2,1.5
2022,Neue Länder ohne Berlin-Ost,DE-EAST,Q00-Q99,"Q00-Q99 Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",323,2.6,2.7
2022,Neue Länder ohne Berlin-Ost,DE-EAST,R00-R99,"R00-R99 Symptome und abnorme klinische und Laborbefunde, die andernorts nicht klassifiziert sind",4515,36.5,32.8
2022,Neue Länder ohne Berlin-Ost,DE-EAST,S00-T98,"S00-T98 Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",8877,71.8,63.6
2022,Neue Länder ohne Berlin-Ost,DE-EAST,U00-U99,U00-U99 Schlüsselnummern für besondere Zwecke,10423,84.3,71.4
2023,Deutschland,DE,,Alle Krankheiten und Folgen äußerer Ursachen,1028206,1234.5,1234.2
2023,Deutschland,DE,A00-B99,A00-B99 Bestimmte infektiöse und parasitäre Krankheiten,18385,22.1,22.1
2023,Deutschland,DE,C00-D48,C00-D48 Neubildungen,238622,286.5,286.4
2023,Deutschland,DE,D50-D90,D50-D90 Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,5240,6.3,6.3
2023,Deutschland,DE,E00-E90,"E00-E90 Endokrine, Ernährungs- und Stoffwechselkrankheiten",39137,47.0,46.9
2023,Deutschland,DE,F00-F99,F00-F99 Psychische und Verhaltensstörungen,69445,83.4,83.4
2023,Deutschland,DE,G00-H95,G00-H95 Krankheiten des Nervensystems und der Sinnesorgane,39225,47.1,47.1
2023,Deutschland,DE,I00-I99,I00-I99 Krankheiten des Kreislaufsystems,348312,418.2,417.9
2023,Deutschland,DE,J00-J99,J00-J99 Krankheiten des Atmungssystems,72502,87.1,87.0
2023,Deutschland,DE,K00-K93,K00-K93 Krankheiten des Verdauungssystems,45676,54.8,54.8
2023,Deutschland,DE,L00-L99,L00-L99 Krankheiten der Haut und der Unterhaut,2219,2.7,2.7
2023,Deutschland,DE,M00-M99,M00-M99 Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,7216,8.7,8.7
2023,Deutschland,DE,N00-N99,N00-N99 Krankheiten des Urogenitalsystems,28813,34.6,34.6
2023,Deutschland,DE,O00-O99,"O00-O99 Schwangerschaft, Geburt und Wochenbett",,,
2023,Deutschland,DE,P00-P96,"P00-P96 Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",1371,1.6,1.7
2023,Deutschland,DE,Q00-Q99,"Q00-Q99 Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",2256,2.7,2.8
2023,Deutschland,DE,R00-R99,"R00-R99 Symptome und abnorme klinische und Laborbefunde, die andernorts nicht klassifiziert sind",34321,41.2,41.3
2023,Deutschland,DE,S00-T98,"S00-T98 Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",49396,59.3,59.3
2023,Deutschland,DE,U00-U99,U00-U99 Schlüsselnummern für besondere Zwecke,26041,31.3,31.2
2023,Baden-Württemberg,DE-BW,,Alle Krankheiten und Folgen äußerer Ursachen,120208,1073.4,1122.3
2023,Baden-Württemberg,DE-BW,A00-B99,A00-B99 Bestimmte infektiöse und parasitäre Krankheiten,2222,19.8,20.7
2023,Baden-Württemberg,DE-BW,C00-D48,C00-D48 Neubildungen,26751,238.9,250.9
2023,Baden-Württemberg,DE-BW,D50-D90,D50-D90 Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,655,5.8,6.1
2023,Baden-Württemberg,DE-BW,E00-E90,"E00-E90 Endokrine, Ernährungs- und Stoffwechselkrankheiten",5247,46.9,48.9
2023,Baden-Württemberg,DE-BW,F00-F99,F00-F99 Psychische und Verhaltensstörungen,8337,74.4,77.5
2023,Baden-Württemberg,DE-BW,G00-H95,G00-H95 Krankheiten des Nervensystems und der Sinnesorgane,4713,42.1,44.1
2023,Baden-Württemberg,DE-BW,I00-I99,I00-I99 Krankheiten des Kreislaufsystems,41012,366.2,382.6
2023,Baden-Württemberg,DE-BW,J00-J99,J00-J99 Krankheiten des Atmungssystems,8107,72.4,76.0
2023,Baden-Württemberg,DE-BW,K00-K93,K00-K93 Krankheiten des Verdauungssystems,5655,50.5,52.8
2023,Baden-Württemberg,DE-BW,L00-L99,L00-L99 Krankheiten der Haut und der Unterhaut,280,2.5,2.6
2023,Baden-Württemberg,DE-BW,M00-M99,M00-M99 Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,1085,9.7,10.2
2023,Baden-Württemberg,DE-BW,N00-N99,N00-N99 Krankheiten des Urogenitalsystems,3406,30.4,31.8
2023,Baden-Württemberg,DE-BW,O00-O99,"O00-O99 Schwangerschaft, Geburt und Wochenbett",,,
2023,Baden-Württemberg,DE-BW,P00-P96,"P00-P96 Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",201,1.8,1.8
2023,Baden-Württemberg,DE-BW,Q00-Q99,"Q00-Q99 Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",355,3.2,3.2
2023,Baden-Württemberg,DE-BW,R00-R99,"R00-R99 Symptome und abnorme klinische und Laborbefunde, die andernorts nicht klassifiziert sind",2325,20.8,21.6
2023,Baden-Württemberg,DE-BW,S00-T98,"S00-T98 Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",6507,58.1,60.2
2023,Baden-Württemberg,DE-BW,U00-U99,U00-U99 Schlüsselnummern für besondere Zwecke,3344,29.9,31.2
2023,Bayern,DE-BY,,Alle Krankheiten und Folgen äußerer Ursachen,146475,1114.7,1182.0
2023,Bayern,DE-BY,A00-B99,A00-B99 Bestimmte infektiöse und parasitäre Krankheiten,3086,23.5,24.9
2023,Bayern,DE-BY,C00-D48,C00-D48 Neubildungen,33175,252.5,264.9
2023,Bayern,DE-BY,D50-D90,D50-D90 Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,767,5.8,6.2
2023,Bayern,DE-BY,E00-E90,"E00-E90 Endokrine, Ernährungs- und Stoffwechselkrankheiten",5303,40.4,42.8
2023,Bayern,DE-BY,F00-F99,F00-F99 Psychische und Verhaltensstörungen,10034,76.4,81.9
2023,Bayern,DE-BY,G00-H95,G00-H95 Krankheiten des Nervensystems und der Sinnesorgane,5868,44.7,47.3
2023,Bayern,DE-BY,I00-I99,I00-I99 Krankheiten des Kreislaufsystems,50971,387.9,414.1
2023,Bayern,DE-BY,J00-J99,J00-J99 Krankheiten des Atmungssystems,9811,74.7,79.2
2023,Bayern,DE-BY,K00-K93,K00-K93 Krankheiten des Verdauungssystems,7046,53.6,56.4
2023,Bayern,DE-BY,L00-L99,L00-L99 Krankheiten der Haut und der Unterhaut,381,2.9,3.1
2023,Bayern,DE-BY,M00-M99,M00-M99 Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,1135,8.6,9.2
2023,Bayern,DE-BY,N00-N99,N00-N99 Krankheiten des Urogenitalsystems,4092,31.1,33.3
2023,Bayern,DE-BY,O00-O99,"O00-O99 Schwangerschaft, Geburt und Wochenbett",,,
2023,Bayern,DE-BY,P00-P96,"P00-P96 Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",202,1.5,1.5
2023,Bayern,DE-BY,Q00-Q99,"Q00-Q99 Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",386,2.9,3.0
2023,Bayern,DE-BY,R00-R99,"R00-R99 Symptome und abnorme klinische und Laborbefunde, die andernorts nicht klassifiziert sind",2943,22.4,23.5
2023,Bayern,DE-BY,S00-T98,"S00-T98 Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",7560,57.5,60.2
2023,Bayern,DE-BY,U00-U99,U00-U99 Schlüsselnummern für besondere Zwecke,3709,28.2,30.2
2023,Berlin,DE-BE,,Alle Krankheiten und Folgen äußerer Ursachen,38473,1054.7,1203.2
2023,Berlin,DE-BE,A00-B99,A00-B99 Bestimmte infektiöse und parasitäre Krankheiten,717,19.7,22.4
2023,Berlin,DE-BE,C00-D48,C00-D48 Neubildungen,9476,259.8,296.4
2023,Berlin,DE-BE,D50-D90,D50-D90 Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,151,4.1,4.7
2023,Berlin,DE-BE,E00-E90,"E00-E90 Endokrine, Ernährungs- und Stoffwechselkrankheiten",1471,40.3,46.3
2023,Berlin,DE-BE,F00-F99,F00-F99 Psychische und Verhaltensstörungen,2694,73.9,84.8
